"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|udA8"
0.02705,1.703118654E-5,-1.019674535E-4
0.0271,2.363643929E-5,-1.018018138E-4
0.02715,3.020642635E-5,-1.016368911E-4
0.0272,3.67358728E-5,-1.014728182E-4
0.02725,4.321958711E-5,-1.013097259E-4
0.0273,4.965247148E-5,-1.011477429E-4
0.02735,5.602942375E-5,-1.00986998E-4
0.0274,6.234543967E-5,-1.008276179E-4
0.02745,6.859562295E-5,-1.006697266E-4
0.0275,7.477508717E-5,-1.005134479E-4
0.02755,8.087905762E-5,-1.003589029E-4
0.0276,8.690288128E-5,-1.002062101E-4
0.02765,9.284192839E-5,-1.000554871E-4
0.0277,9.869169409E-5,-9.990684875E-5
0.02775,1.044478081E-4,-9.976040665E-5
0.0278,1.101059359E-4,-9.961627153E-5
0.02785,1.156618804E-4,-9.947455082E-5
0.0279,1.21111591E-4,-9.933534838E-5
